f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,label
0.0,0.0,0.0,-0.10496580600738525,0.0019983649253845215,-0.08738190709593141,-0.1926785707473755,-0.022654473781585693,-0.14239911763908708,-0.2758678197860718,-0.04514122009277344,-0.18950374453308427,-0.3462413251399994,-0.03512930870056152,-0.2341819110417589,-0.21712040901184082,-0.22938776016235352,-0.0744405317211374,-0.2981179356575012,-0.3449811339378357,-0.11368574975969636,-0.3459421396255493,-0.4172583818435669,-0.13943865924122179,-0.38374271988868713,-0.4792294502258301,-0.15850202768089616,-0.16289973258972168,-0.2645399570465088,-0.052619416555188536,-0.17779934406280518,-0.35830381512641907,-0.10533710597994173,-0.14241129159927368,-0.26859572529792786,-0.11478878586532915,-0.12860149145126343,-0.20644766092300415,-0.10507035284283006,-0.10302722454071045,-0.28094911575317383,-0.03878334565999353,-0.10932427644729614,-0.3508795499801636,-0.08437451749088609,-0.08844685554504395,-0.2609964907169342,-0.07438661186935747,-0.08852201700210571,-0.20429277420043945,-0.05296139075400674,-0.05027782917022705,-0.28718137741088867,-0.0329962152147516,-0.0558624267578125,-0.34947651624679565,-0.060149755617402434,-0.04885971546173096,-0.2836741507053375,-0.048270058175347685,-0.04660820960998535,-0.2348960041999817,-0.03082474349977815,0.0,0.0,0.0,0.07158325612545013,-0.020799696445465088,-0.0591365104419026,0.14735253155231476,-0.09430921077728271,-0.0855046814185414,0.21698521077632904,-0.13946020603179932,-0.11044494117319914,0.2746856361627579,-0.16931402683258057,-0.1326102694374356,0.1157882958650589,-0.27944594621658325,-0.050418623338345014,0.15127883851528168,-0.4241568446159363,-0.09470989609778258,0.18172405660152435,-0.5154708921909332,-0.119589403818253,0.2061188966035843,-0.5905731916427612,-0.13577818180144163,0.05294032394886017,-0.28299176692962646,-0.04937457347929808,0.04312284290790558,-0.364490270614624,-0.13032487834513518,0.041815176606178284,-0.28860020637512207,-0.15456067825377318,0.043816134333610535,-0.22009533643722534,-0.15085428262770506,-0.005684643983840942,-0.270433247089386,-0.05526373217523428,-0.005640655755996704,-0.28038936853408813,-0.14657511616766783,0.007058367133140564,-0.16788822412490845,-0.15008660460532042,0.01603272557258606,-0.0937909483909607,-0.12552068437159392,-0.0589669793844223,-0.24712014198303223,-0.06481921727478834,-0.04644319415092468,-0.2714988589286804,-0.12895948494494291,-0.03234727680683136,-0.19675993919372559,-0.12696924115240904,-0.021677806973457336,-0.14200717210769653,-0.10823926384270521,A
0.0,0.0,0.0,-0.08496826887130737,-0.01788771152496338,-0.052039764185849435,-0.19233977794647217,-0.06394046545028687,-0.09461327578634382,-0.2777394652366638,-0.08104431629180908,-0.1343663775524533,-0.34799569845199585,-0.07877439260482788,-0.1728984260162747,-0.15982669591903687,-0.2107354998588562,-0.09472826804727674,-0.23071563243865967,-0.30386829376220703,-0.15547545190662504,-0.280823290348053,-0.3702257573604584,-0.19221189554542661,-0.31867653131484985,-0.4205852448940277,-0.2160391205152905,-0.09171873331069946,-0.2440841794013977,-0.09467440780014158,-0.07527750730514526,-0.22699302434921265,-0.16830749746173979,-0.05796074867248535,-0.1480851173400879,-0.18318304355949522,-0.051546454429626465,-0.09131062030792236,-0.1788076901039517,-0.02062094211578369,-0.2445739507675171,-0.09838178690284849,-0.009625792503356934,-0.17992037534713745,-0.14959216054290891,-0.010375499725341797,-0.11604297161102295,-0.1397880756458676,-0.017999470233917236,-0.08666783571243286,-0.1232400381168759,0.04495960474014282,-0.2290782332420349,-0.1094063663086331,0.05417358875274658,-0.17350947856903076,-0.13867600198597074,0.032414913177490234,-0.1209670901298523,-0.13050532277435423,0.010856091976165771,-0.10190474987030029,-0.11708553071827055,0.0,0.0,0.0,0.0818750262260437,0.011721670627593994,-0.0669980392568732,0.19967152178287506,-0.024453163146972656,-0.09857034392291553,0.30155743658542633,-0.039540767669677734,-0.12389020330840594,0.37955792248249054,-0.038175106048583984,-0.14691447175675876,0.21959932148456573,-0.16637998819351196,-0.08479429490500934,0.3127167373895645,-0.26565295457839966,-0.13703525520497806,0.37421129643917084,-0.3236468434333801,-0.16391392506295688,0.42163051664829254,-0.37545597553253174,-0.18473975814515597,0.1546170562505722,-0.2053852081298828,-0.08183631009990222,0.18206115067005157,-0.254159152507782,-0.16752112365895755,0.13007928431034088,-0.16374719142913818,-0.1808610603922034,0.10155007243156433,-0.10191982984542847,-0.1726501182430411,0.08396965265274048,-0.22022557258605957,-0.0862640858405257,0.08288094401359558,-0.2320656180381775,-0.17009291506940372,0.05134667456150055,-0.1384628415107727,-0.15758285380536563,0.04498058557510376,-0.08897143602371216,-0.1306354150884772,0.014328032732009888,-0.22629886865615845,-0.09641525603467471,0.009946048259735107,-0.2260010838508606,-0.15619399107629306,-0.0069303959608078,-0.15389055013656616,-0.15241483308011539,-0.002145037055015564,-0.11546236276626587,-0.13784742809468753,A
0.0,0.0,0.0,0.10078014433383942,-0.018387317657470703,-0.1101715130661205,0.1765783578157425,-0.07225620746612549,-0.15576589237196004,0.2575443834066391,-0.1151125431060791,-0.18552893529874837,0.3167550712823868,-0.1368846893310547,-0.2063670022342876,0.1779962033033371,-0.2729030251502991,-0.07510023693782841,0.2272287756204605,-0.413290798664093,-0.12248576562149083,0.2703850418329239,-0.5006633400917053,-0.1502442670915798,0.3075377494096756,-0.5732487440109253,-0.16774891446573292,0.1115121990442276,-0.2792849540710449,-0.04178822170240437,0.12100137770175934,-0.37394270300865173,-0.09865976999742543,0.10266579687595367,-0.2836264371871948,-0.1034375218604282,0.10533009469509125,-0.22795206308364868,-0.09265089909774815,0.05411572754383087,-0.2717875838279724,-0.023041361377067915,0.059279635548591614,-0.3482118844985962,-0.07953974734289204,0.05235086381435394,-0.25634074211120605,-0.06808839868051564,0.06185699999332428,-0.2094147801399231,-0.04601394142252957,0.004732996225357056,-0.2585967779159546,-0.01543871815545117,0.0063452571630477905,-0.32820576429367065,-0.05020831282479321,0.011625498533248901,-0.26978909969329834,-0.043760207847185484,0.021873682737350464,-0.22611254453659058,-0.030732703760691038,0.0,0.0,0.0,-0.08397030830383301,-0.006665349006652832,-0.06704213413279803,-0.1640312671661377,-0.05595290660858154,-0.1026666307715729,-0.24077832698822021,-0.08717459440231323,-0.13487076702397616,-0.3114727735519409,-0.08884209394454956,-0.1667329812316254,-0.15460699796676636,-0.253481924533844,-0.05449097174089701,-0.22376585006713867,-0.3822380304336548,-0.09582853260319979,-0.2682366967201233,-0.4621394872665405,-0.11713640334885866,-0.2992887496948242,-0.530787855386734,-0.12929300906937868,-0.09572356939315796,-0.27612191438674927,-0.04411934631746561,-0.1050071120262146,-0.36407607793807983,-0.11655457260888369,-0.09070068597793579,-0.2919326424598694,-0.1392058575419739,-0.08262407779693604,-0.21803832054138184,-0.12916609587949068,-0.04106605052947998,-0.2837750315666199,-0.03986481892746241,-0.042478859424591064,-0.28886812925338745,-0.11172759475987704,-0.030848979949951172,-0.1921309232711792,-0.12107957097571642,-0.027205288410186768,-0.12172603607177734,-0.10102494749110491,0.004480719566345215,-0.2799661159515381,-0.04092033523004801,-0.0009274482727050781,-0.26194220781326294,-0.09333207401316912,-0.001798391342163086,-0.17395496368408203,-0.09838045331519396,-0.0016747117042541504,-0.10939860343933105,-0.08377522173207552,A
0.0,0.0,0.0,0.09297381341457367,0.021949291229248047,-0.134062933996006,0.17894668877124786,-0.004574477672576904,-0.20279665596751784,0.2567235082387924,-0.0170862078666687,-0.25715716488628004,0.3171740025281906,-0.018408000469207764,-0.3049969852712593,0.2147100418806076,-0.20816218852996826,-0.1029514626410446,0.27449198067188263,-0.3246375024318695,-0.16425341673163985,0.3294304758310318,-0.39463937282562256,-0.19536802478103255,0.37124527990818024,-0.4527577757835388,-0.21344651587276076,0.1458044797182083,-0.23725521564483643,-0.06647887386350249,0.15739555656909943,-0.32416075468063354,-0.1556039483097038,0.12384600937366486,-0.23518425226211548,-0.17190561003951643,0.11523671448230743,-0.1757974624633789,-0.16063706882266615,0.08460099995136261,-0.2476363182067871,-0.04641194947032545,0.08863742649555206,-0.3177638649940491,-0.13451013274459456,0.07346267998218536,-0.22786742448806763,-0.13280222125320051,0.0751628428697586,-0.17568719387054443,-0.10882702030210112,0.03515511751174927,-0.25534021854400635,-0.038410621955677016,0.039844125509262085,-0.31120744347572327,-0.10040599413184736,0.033924683928489685,-0.25554704666137695,-0.10857649452952955,0.04057222604751587,-0.2126292586326599,-0.10035228289632414,0.0,0.0,0.0,-0.09180760383605957,-0.02843308448791504,-0.06347948929298752,-0.1582578420639038,-0.09978747367858887,-0.1015747027658307,-0.22823405265808105,-0.1548503041267395,-0.13687343766916626,-0.30106666684150696,-0.18454694747924805,-0.1719537811540448,-0.12528777122497559,-0.2827662229537964,-0.0645878600143277,-0.17639237642288208,-0.43600186705589294,-0.1173217432760083,-0.20979440212249756,-0.5294639766216278,-0.14705601206053132,-0.22946375608444214,-0.6051672697067261,-0.16486631205309266,-0.061960458755493164,-0.2873954176902771,-0.058834149148353276,-0.06490325927734375,-0.37306225299835205,-0.1424532519840085,-0.06605273485183716,-0.29815948009490967,-0.1674773680232846,-0.06819385290145874,-0.22828972339630127,-0.15936641266573304,-0.0035372376441955566,-0.2751033306121826,-0.058669893648513494,-0.01829063892364502,-0.29592806100845337,-0.13613499572504395,-0.02507561445236206,-0.19631147384643555,-0.1358814971708142,-0.027534127235412598,-0.127363920211792,-0.11051895340908402,0.043437421321868896,-0.2510998249053955,-0.06371710320938462,0.020392000675201416,-0.24297332763671875,-0.12027452012527817,0.004565238952636719,-0.15831977128982544,-0.11819913109768265,0.002264678478240967,-0.09903973340988159,-0.09831441065300339,A
0.0,0.0,0.0,0.09572803974151611,-0.029814720153808594,-0.08126362033469547,0.1866115927696228,-0.09568119049072266,-0.10733633853776325,0.2703314423561096,-0.14801764488220215,-0.12400982894284596,0.3399950861930847,-0.17555665969848633,-0.13640805699212422,0.13949531316757202,-0.2567058801651001,-0.048375796454976694,0.18442034721374512,-0.3669767379760742,-0.07949526973349919,0.2133985459804535,-0.4333535432815552,-0.09978109218461384,0.23456883430480957,-0.4911676049232483,-0.11684499301297535,0.06830534338951111,-0.2569171190261841,-0.029962941932510034,0.04387104511260986,-0.33942824602127075,-0.09890286989791264,0.02629786729812622,-0.259388267993927,-0.12096517898423542,0.021358996629714966,-0.19525784254074097,-0.11890976496322025,0.004858225584030151,-0.2408374547958374,-0.021340975466202394,-0.020536810159683228,-0.2866646647453308,-0.09661408879144062,-0.016224905848503113,-0.2031184434890747,-0.10337082661969532,-0.0015172958374023438,-0.14987123012542725,-0.08738594122512211,-0.04568536579608917,-0.21832066774368286,-0.019118538054655687,-0.06552740931510925,-0.2472742795944214,-0.07718999304158558,-0.05794805288314819,-0.18723827600479126,-0.08658973492963185,-0.03257521986961365,-0.14631116390228271,-0.07966921098811497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
0.0,0.0,0.0,0.13223089277744293,0.005897045135498047,-0.08368000005901877,0.27142271399497986,-0.05155658721923828,-0.11958545064152304,0.39831191301345825,-0.09154856204986572,-0.15025290464581076,0.5047918856143951,-0.10119342803955078,-0.18255745982349936,0.26229818165302277,-0.24223220348358154,-0.06956643228949133,0.37058812379837036,-0.3627948760986328,-0.12620164071739737,0.43646901845932007,-0.43763285875320435,-0.1606319210451943,0.4908284544944763,-0.5002935230731964,-0.18300459896744314,0.1756357103586197,-0.2700972557067871,-0.05678676431597296,0.18548157811164856,-0.35252028703689575,-0.15916567658604208,0.13622427731752396,-0.2505783438682556,-0.18914106105984274,0.10677758604288101,-0.16550660133361816,-0.18048037206352774,0.08657391369342804,-0.2735505700111389,-0.05291663100541655,0.08334647119045258,-0.3005037307739258,-0.15341561650456015,0.06567215919494629,-0.1862463355064392,-0.15373864387692038,0.06370574235916138,-0.11162352561950684,-0.12132873003901068,0.0021893978118896484,-0.2623286843299866,-0.05490421121538702,0.006124600768089294,-0.2804798483848572,-0.12428900217236105,0.007501810789108276,-0.19666260480880737,-0.1213308534544808,0.023748427629470825,-0.1410035490989685,-0.09663581465900961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
0.0,0.0,0.0,-0.10131615400314331,-0.009941339492797852,-0.09779861865942507,-0.17983627319335938,-0.05357003211975098,-0.15287716983263522,-0.2625494599342346,-0.10273098945617676,-0.19713682232801943,-0.3381466865539551,-0.12192994356155396,-0.2373767375797513,-0.190143883228302,-0.2653617262840271,-0.07937261013691455,-0.25801992416381836,-0.39797884225845337,-0.12589185236399203,-0.3006245493888855,-0.4782612919807434,-0.15672092436258822,-0.33370864391326904,-0.5511713922023773,-0.17863756714766055,-0.1322421431541443,-0.2895991802215576,-0.053380931898999506,-0.1423128843307495,-0.3844689726829529,-0.12109934090082675,-0.11774647235870361,-0.28973764181137085,-0.1395894616693738,-0.10965967178344727,-0.21959805488586426,-0.13224427698557406,-0.07241648435592651,-0.2919422388076782,-0.03638622461264163,-0.07821553945541382,-0.3523339033126831,-0.0969559356421712,-0.06688117980957031,-0.25620001554489136,-0.09268860815470248,-0.06976133584976196,-0.19774460792541504,-0.07029697595541506,-0.022244274616241455,-0.2863856554031372,-0.027731520295191103,-0.023528695106506348,-0.3396264314651489,-0.06629891245071917,-0.024995148181915283,-0.2676438093185425,-0.05932565702502757,-0.025803744792938232,-0.2167326807975769,-0.04224523080890208,0.0,0.0,0.0,0.08262275159358978,-0.0070645809173583984,-0.06978075802467743,0.1664276272058487,-0.06098282337188721,-0.10538749992988983,0.23960094153881073,-0.08240765333175659,-0.13787503391645828,0.3029795438051224,-0.08717465400695801,-0.16778251379869857,0.15470130741596222,-0.2585597634315491,-0.06230908110879341,0.20088423788547516,-0.38688457012176514,-0.10398172438286224,0.23955349624156952,-0.4692031145095825,-0.12768347412489334,0.2699124366044998,-0.5341052711009979,-0.1443430021419374,0.08765913546085358,-0.27108830213546753,-0.05863219723246971,0.08110670745372772,-0.357829213142395,-0.13265760094068924,0.07032497227191925,-0.28633761405944824,-0.15386563390634933,0.06541679799556732,-0.2207348346710205,-0.1515723004951326,0.025926440954208374,-0.26365429162979126,-0.06287816018007675,0.02392515540122986,-0.2864838242530823,-0.14415784031294265,0.02895316481590271,-0.17733484506607056,-0.145738093556389,0.03216932713985443,-0.10246992111206055,-0.1254175141467897,-0.027972906827926636,-0.2431533932685852,-0.07266137600086608,-0.01978364586830139,-0.2800717353820801,-0.1311753973378984,-0.010726869106292725,-0.21899652481079102,-0.13127578646086135,-0.0010467171669006348,-0.1721360683441162,-0.11784693449877182,A
0.0,0.0,0.0,0.08920767903327942,0.01694810390472412,-0.09367881358517138,0.19366414844989777,-0.0006325244903564453,-0.1270972380126807,0.2891969233751297,-0.003063023090362549,-0.14940649659288852,0.3674943298101425,0.00562286376953125,-0.16734825462950198,0.23310492932796478,-0.16517817974090576,-0.05694224328649966,0.32521428167819977,-0.23762333393096924,-0.09389453769577472,0.3871524780988693,-0.28056222200393677,-0.11532677353275744,0.4347648471593857,-0.31796255707740784,-0.13110442847860782,0.17217467725276947,-0.19735193252563477,-0.03300010801208941,0.18794311583042145,-0.28307560086250305,-0.10901236922396151,0.13121145963668823,-0.21913772821426392,-0.12791327030313937,0.09913669526576996,-0.15966957807540894,-0.11846685797823397,0.10791997611522675,-0.20980000495910645,-0.02084574305368392,0.0944572240114212,-0.25679802894592285,-0.10354351640594928,0.05911077558994293,-0.17854946851730347,-0.10910161972893206,0.056946203112602234,-0.12573879957199097,-0.08767269940031497,0.05356426537036896,-0.20992255210876465,-0.01600286194039313,0.03999608755111694,-0.23857992887496948,-0.0786178597892615,0.01978836953639984,-0.1791713833808899,-0.0877474659766051,0.031327322125434875,-0.1355305314064026,-0.07773362488401858,0.0,0.0,0.0,-0.0824282169342041,-0.03458094596862793,-0.058836775120951756,-0.17130327224731445,-0.09154123067855835,-0.10203971177027427,-0.2663896679878235,-0.12596392631530762,-0.14370835035727225,-0.34701964259147644,-0.13981521129608154,-0.18608321457789145,-0.13320821523666382,-0.2428501844406128,-0.06922675132439338,-0.20319479703903198,-0.34929215908050537,-0.11549090057299338,-0.24655795097351074,-0.4145559072494507,-0.15065717905447684,-0.2804655432701111,-0.46840760111808777,-0.17554755717203818,-0.07196485996246338,-0.25247693061828613,-0.06308187752649985,-0.06741166114807129,-0.3394067883491516,-0.1156860759823104,-0.032259225845336914,-0.271259605884552,-0.13673342972681723,-0.016144096851348877,-0.20953363180160522,-0.14194542377875052,-0.012900114059448242,-0.2413780689239502,-0.06179941653893195,-0.005821406841278076,-0.30021727085113525,-0.10455367922470771,0.011566460132598877,-0.22418123483657837,-0.10520261734411918,0.010287165641784668,-0.16991585493087769,-0.09717849850342475,0.03785675764083862,-0.22064685821533203,-0.06668843537256919,0.04835927486419678,-0.261038601398468,-0.09596002310202323,0.047055840492248535,-0.21079659461975098,-0.09124011009619437,0.03549659252166748,-0.1673736572265625,-0.08191479950831138,A
0.0,0.0,0.0,0.09216967225074768,-0.01599907875061035,-0.08912675573122897,0.18773147463798523,-0.07049006223678589,-0.11977913721096911,0.2794744074344635,-0.10992741584777832,-0.13900250686896243,0.35524430871009827,-0.12806391716003418,-0.15328048660052218,0.15868103504180908,-0.2339315414428711,-0.0630726714302341,0.2169012427330017,-0.3380352258682251,-0.09853005899680056,0.25586608052253723,-0.40143728256225586,-0.11744377507460513,0.28419411182403564,-0.45580482482910156,-0.13285916044009127,0.08870735764503479,-0.24315792322158813,-0.04171730323326983,0.07581144571304321,-0.3336718678474426,-0.1112712968756,0.04769811034202576,-0.25595515966415405,-0.1260686863828937,0.04154957830905914,-0.19404315948486328,-0.11852065964234271,0.02334858477115631,-0.23169606924057007,-0.03135402618539729,-0.0029263347387313843,-0.2733796238899231,-0.10822063429844775,-0.008084714412689209,-0.19257080554962158,-0.10987005873215594,0.010167732834815979,-0.14588743448257446,-0.09016977741015353,-0.028960436582565308,-0.21012121438980103,-0.02812162718367972,-0.049775078892707825,-0.24049973487854004,-0.08611699684155383,-0.04588322341442108,-0.17998892068862915,-0.09288339807284274,-0.01852625608444214,-0.14138609170913696,-0.08451964451563754,0.0,0.0,0.0,-0.07173275947570801,0.0036100149154663086,-0.06922195650857077,-0.16828811168670654,-0.011061489582061768,-0.11594369061511145,-0.2606889605522156,-0.01796776056289673,-0.1577085459999381,-0.33535194396972656,-0.010536372661590576,-0.1992597038320838,-0.17945396900177002,-0.1642053723335266,-0.09455093540471182,-0.27516454458236694,-0.237200528383255,-0.14546163924258337,-0.3436436653137207,-0.28272372484207153,-0.18407466061633215,-0.3939058780670166,-0.3178739547729492,-0.21026738532107458,-0.13038122653961182,-0.1952010989189148,-0.08410291172783957,-0.16519862413406372,-0.27940136194229126,-0.13691075690310583,-0.10571449995040894,-0.23100262880325317,-0.1599368358425437,-0.05983787775039673,-0.17407995462417603,-0.16729006715338812,-0.07177388668060303,-0.20838165283203125,-0.07789198853295431,-0.0792950987815857,-0.25910353660583496,-0.11980934240143881,-0.0383114218711853,-0.19747239351272583,-0.12429731883328543,-0.022006213665008545,-0.1465296745300293,-0.11922133513014899,-0.016503632068634033,-0.21335124969482422,-0.07860498674433813,-0.021962106227874756,-0.25405818223953247,-0.10966367073577032,-0.004808664321899414,-0.21110785007476807,-0.10750721194069968,-0.0011050701141357422,-0.16575133800506592,-0.09935778178494559,A
0.0,0.0,0.0,0.09549006819725037,0.03921312093734741,-0.13335381879824126,0.19087395071983337,0.03181195259094238,-0.20135941042917693,0.2737777829170227,0.03624594211578369,-0.25466776325720275,0.3365580439567566,0.04739737510681152,-0.3000868005992743,0.2508142590522766,-0.17236661911010742,-0.10245194717663253,0.31993696093559265,-0.2717415392398834,-0.1626578910590979,0.3741103708744049,-0.32535621523857117,-0.18935555651205505,0.4203725755214691,-0.3725735545158386,-0.20482996537703002,0.1867930293083191,-0.21696797013282776,-0.06751798524874175,0.20070326328277588,-0.29371383786201477,-0.14812863304632629,0.14628443121910095,-0.20666241645812988,-0.15420170559900725,0.14112982153892517,-0.15378576517105103,-0.13926476671713317,0.12698662281036377,-0.24186423420906067,-0.050276976669010764,0.1285095512866974,-0.30366605520248413,-0.13684378995912994,0.09539075195789337,-0.2122400403022766,-0.12733748986738647,0.09905359148979187,-0.16304808855056763,-0.10014871939438308,0.07678879797458649,-0.2608726918697357,-0.045181699687418586,0.07881514728069305,-0.31434333324432373,-0.108478744173226,0.06254786252975464,-0.25540992617607117,-0.11340052320974792,0.06723819673061371,-0.21308615803718567,-0.1033033548237654,0.0,0.0,0.0,-0.0861935019493103,-0.04490470886230469,-0.06607986453770476,-0.14717906713485718,-0.12949103116989136,-0.10307560328244048,-0.21105080842971802,-0.2014172077178955,-0.13603254619835692,-0.2754727602005005,-0.24775439500808716,-0.16642802420853453,-0.09934628009796143,-0.30615299940109253,-0.0651828742384799,-0.14001089334487915,-0.4720044434070587,-0.11771375898121672,-0.1623956561088562,-0.5711520910263062,-0.14809274140595274,-0.17537623643875122,-0.6517216861248016,-0.16671466294525938,-0.03933995962142944,-0.30426937341690063,-0.0553811772525199,-0.04734569787979126,-0.37466108798980713,-0.1343907213568576,-0.04987692832946777,-0.301705002784729,-0.15832915369271117,-0.05453377962112427,-0.2400001883506775,-0.15344851676224547,0.01512455940246582,-0.2869778871536255,-0.051789822316158585,-0.0024638772010803223,-0.3006460666656494,-0.12246664825676756,-0.010382354259490967,-0.2125592827796936,-0.12128365997074919,-0.015870630741119385,-0.1520647406578064,-0.09917746696471053,0.05800348520278931,-0.26029884815216064,-0.05436365146039801,0.03299665451049805,-0.24891924858093262,-0.10461372349261122,0.014676988124847412,-0.17331159114837646,-0.1031394771098979,0.008810937404632568,-0.12033188343048096,-0.08618846747874098,A
