f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,label
0.0,0.0,0.0,0.14600291848182678,-0.07468533515930176,-0.04041773558230943,0.22800543904304504,-0.25023502111434937,-0.03921480954261369,0.22963520884513855,-0.41447100043296814,-0.03732907131882257,0.21731677651405334,-0.5179831981658936,-0.02151111245723314,0.14033713936805725,-0.3567046821117401,0.010228745521885685,0.12458917498588562,-0.4704362750053406,-0.049859554624276825,0.11964985728263855,-0.3557600975036621,-0.07282758236499376,0.12304708361625671,-0.29926884174346924,-0.07787298888536043,0.04982870817184448,-0.3453853726387024,0.009732353383583359,0.030147820711135864,-0.4530453681945801,-0.0568694520053441,0.047417521476745605,-0.3122639060020447,-0.06352969736428804,0.06028464436531067,-0.27015626430511475,-0.0523385714051301,-0.03528982400894165,-0.32263273000717163,-0.003837119672539302,-0.05151066184043884,-0.4197498857975006,-0.08512172580333299,-0.02405664324760437,-0.27933013439178467,-0.06045190722318239,-0.010007590055465698,-0.23131883144378662,-0.022777360981422135,-0.12437745928764343,-0.29383790493011475,-0.020082955366092392,-0.1249127984046936,-0.3620605170726776,-0.0738609480914647,-0.10120639204978943,-0.26889437437057495,-0.055528846686797806,-0.09214255213737488,-0.22784167528152466,-0.02810431004138536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
0.0,0.0,0.0,0.12644430994987488,-0.09476739168167114,-0.04018861692543396,0.16415700316429138,-0.2783733010292053,-0.03894543912406334,0.1270710527896881,-0.4337436556816101,-0.0363668080806292,0.0834638774394989,-0.524277925491333,-0.022292489969686358,0.05009832978248596,-0.35805898904800415,0.0038798087355189637,0.01039189100265503,-0.46151119470596313,-0.055778178238824694,0.0375576913356781,-0.35379302501678467,-0.07881081741447815,0.059496164321899414,-0.29967546463012695,-0.0840941060721434,-0.0354788601398468,-0.3297082483768463,0.0035784031808816508,-0.07425445318222046,-0.43099847435951233,-0.0658719826876677,-0.02201986312866211,-0.30065131187438965,-0.07472827922697434,0.0030983686447143555,-0.2539752125740051,-0.06303526353235611,-0.11309447884559631,-0.29123204946517944,-0.008881063052967875,-0.14906376600265503,-0.38140514492988586,-0.09205092381830582,-0.08677369356155396,-0.2532411813735962,-0.07004473995561966,-0.05718165636062622,-0.20418095588684082,-0.03252471503014931,-0.1936565637588501,-0.2443523406982422,-0.023569659182385294,-0.21104377508163452,-0.30837345123291016,-0.08068542819614777,-0.16242480278015137,-0.2230648398399353,-0.06537507366533646,-0.13896337151527405,-0.18171411752700806,-0.03904126476641068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
0.0,0.0,0.0,0.17934247851371765,-0.042126238346099854,-0.03874904900368392,0.2994038760662079,-0.1892251968383789,-0.038687741901242134,0.33341535925865173,-0.3466719686985016,-0.03833507239397704,0.3352406919002533,-0.4412522315979004,-0.02303639664825141,0.23318389058113098,-0.30986642837524414,0.012618218962586525,0.24253907799720764,-0.4349135756492615,-0.045980444695317146,0.21328875422477722,-0.31497347354888916,-0.07404618948277175,0.20872870087623596,-0.2597121000289917,-0.08578291028317153,0.13950702548027039,-0.319125771522522,0.009852677066362503,0.14842769503593445,-0.4401959180831909,-0.05072395368989646,0.13517746329307556,-0.29330140352249146,-0.06031178175982177,0.1448441445827484,-0.254374623298645,-0.05533313616689384,0.05006036162376404,-0.3180050849914551,-0.0057905633519226285,0.06077682971954346,-0.42305880784988403,-0.08056573807772338,0.057844966650009155,-0.28101646900177,-0.06125077098187148,0.06643503904342651,-0.23530346155166626,-0.030251343320571777,-0.039821773767471313,-0.31377434730529785,-0.024024352948629257,-0.021966904401779175,-0.38124895095825195,-0.07596858828839004,-0.016950339078903198,-0.2876434922218323,-0.06156246602114379,-0.01687881350517273,-0.24825602769851685,-0.038621059204899666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
0.0,0.0,0.0,0.14395049214363098,-0.08085840940475464,-0.030654881599843975,0.21107205748558044,-0.24933850765228271,-0.02830564648240852,0.205887109041214,-0.3979465365409851,-0.027886605340540882,0.18968835473060608,-0.49226486682891846,-0.01603029154568958,0.12529072165489197,-0.3391622304916382,0.014708720628618721,0.10767588019371033,-0.44816678762435913,-0.03890863105982589,0.11057886481285095,-0.3455612063407898,-0.060704816583097454,0.11709347367286682,-0.2893803119659424,-0.06661360010832595,0.03987869620323181,-0.3281908631324768,0.00998647838503075,0.02239173650741577,-0.43199294805526733,-0.05030787036150741,0.043353766202926636,-0.30707383155822754,-0.05899683803647804,0.056216269731521606,-0.2616806626319885,-0.051697548929155346,-0.041604310274124146,-0.30817627906799316,-0.006077882818431135,-0.05244353413581848,-0.4012703597545624,-0.08101408973664093,-0.02287539839744568,-0.27377063035964966,-0.06158739000886726,-0.00876358151435852,-0.2215503454208374,-0.029375123310387607,-0.12504824995994568,-0.28169888257980347,-0.024130350429118153,-0.1194467842578888,-0.3464139699935913,-0.07560084805220413,-0.09393376111984253,-0.2624950408935547,-0.06096741974681663,-0.08561146259307861,-0.21910279989242554,-0.03744420826762962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
0.0,0.0,0.0,0.1540117859840393,-0.09987986087799072,-0.038590310810320716,0.23192846775054932,-0.2877398729324341,-0.039627304969542365,0.22564619779586792,-0.45645108819007874,-0.0412717784924439,0.1960238218307495,-0.5604940056800842,-0.02707257933747087,0.1354091763496399,-0.3971717655658722,0.011375047528929372,0.11218339204788208,-0.508483350276947,-0.04924531906675611,0.11491060256958008,-0.3869653046131134,-0.06982935100626264,0.12001955509185791,-0.3386456370353699,-0.07422970861028944,0.04028743505477905,-0.38260552287101746,0.006819848233647008,0.015900373458862305,-0.48243919014930725,-0.058584215788357596,0.041275084018707275,-0.33669114112854004,-0.06318731486629758,0.054697185754776,-0.31343650817871094,-0.05384730055760656,-0.05090773105621338,-0.35540834069252014,-0.011136852873676162,-0.06594526767730713,-0.4459005296230316,-0.09199452280830656,-0.032672226428985596,-0.30349743366241455,-0.06637153655123029,-0.021118193864822388,-0.2714303135871887,-0.03078826211225305,-0.14460328221321106,-0.320902943611145,-0.03179333984684263,-0.13699865341186523,-0.38063687086105347,-0.08325529724191938,-0.1103719174861908,-0.28986263275146484,-0.0633798304183415,-0.10893809795379639,-0.2612943649291992,-0.03702244043182645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
0.0,0.0,0.0,0.14812013506889343,-0.05715817213058472,-0.047131696757162445,0.22659239172935486,-0.2535695433616638,-0.04413076308020436,0.2205384075641632,-0.423798531293869,-0.037085333880270355,0.2397935688495636,-0.518165796995163,-0.015064016025746696,0.12828227877616882,-0.35032230615615845,-0.006492686964804761,0.11233416199684143,-0.461433470249176,-0.06361067112931096,0.11229100823402405,-0.3375377058982849,-0.08113562133559071,0.11229661107063293,-0.2870504856109619,-0.08389147188910329,0.03270748257637024,-0.3332890272140503,-0.0023370555548467564,0.01348787546157837,-0.4405404031276703,-0.06360494163283192,0.04072633385658264,-0.2965104579925537,-0.0642298665309795,0.051738083362579346,-0.259838342666626,-0.05060612973221623,-0.050965964794158936,-0.3047061860561371,-0.011519371573115222,-0.06618240475654602,-0.3946935534477234,-0.08593202945240819,-0.026779204607009888,-0.25671839714050293,-0.05938088711747014,-0.011226266622543335,-0.21666711568832397,-0.023367708590114944,-0.134671151638031,-0.2742248773574829,-0.023691389750922554,-0.13573408126831055,-0.33538293838500977,-0.07417543050297581,-0.1044212281703949,-0.24436110258102417,-0.05737550747045361,-0.09559363126754761,-0.20962047576904297,-0.033268386539305084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
0.0,0.0,0.0,0.17185404896736145,-0.06463027000427246,-0.021289342974682768,0.25692322850227356,-0.24103158712387085,-0.016720604111810644,0.2582246959209442,-0.4007851481437683,-0.014923968312700708,0.24324902892112732,-0.4906243681907654,0.0001415854891320123,0.17943736910820007,-0.33823782205581665,0.0031009978080192013,0.16795876622200012,-0.4531360864639282,-0.04863127317037197,0.16392555832862854,-0.3342771530151367,-0.06445302810277553,0.16029825806617737,-0.2842866778373718,-0.06941280510034176,0.08268317580223083,-0.32705050706863403,-0.00944121457393976,0.07752057909965515,-0.4383992552757263,-0.0702369212707481,0.08836451172828674,-0.29150640964508057,-0.076170660515686,0.09028318524360657,-0.25962889194488525,-0.07060682024564358,-0.007123798131942749,-0.30648255348205566,-0.030857611407896002,-0.002132028341293335,-0.4052547514438629,-0.10432762648667904,0.01809099316596985,-0.26302772760391235,-0.0795556753477058,0.016955047845840454,-0.22766709327697754,-0.048165552278419455,-0.10030436515808105,-0.28412139415740967,-0.05340637635197254,-0.07789498567581177,-0.3388643264770508,-0.10509032007064434,-0.061952024698257446,-0.25018417835235596,-0.08826564248408886,-0.07309821248054504,-0.22467255592346191,-0.06635515387858959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
0.0,0.0,0.0,0.18159222602844238,-0.05617564916610718,-0.027617762415871994,0.2796579599380493,-0.21469908952713013,-0.025067169769869224,0.2938312292098999,-0.3692220449447632,-0.024346903517113105,0.2841809391975403,-0.4596128463745117,-0.010532073295877353,0.20712143182754517,-0.3210461735725403,0.011257594832017048,0.20214158296585083,-0.44366025924682617,-0.041237244933114425,0.18858569860458374,-0.32778090238571167,-0.06458801644967593,0.1858261227607727,-0.2707344889640808,-0.07493412363456287,0.11256873607635498,-0.3175176978111267,0.0022629985201945146,0.11524391174316406,-0.4367983341217041,-0.05202415454314746,0.11696761846542358,-0.2960364818572998,-0.06087844315098323,0.12587958574295044,-0.25826168060302734,-0.05874071511553325,0.02205270528793335,-0.30110692977905273,-0.01722796688900985,0.028666138648986816,-0.4018574357032776,-0.08610284197257556,0.04031169414520264,-0.2677449584007263,-0.06812815982030429,0.046768009662628174,-0.23059242963790894,-0.04150088745282687,-0.07044124603271484,-0.281588077545166,-0.03830686825440921,-0.05041837692260742,-0.3429480195045471,-0.08624254035876788,-0.03772777318954468,-0.2592253088951111,-0.07192640620397128,-0.042949795722961426,-0.23096036911010742,-0.05203726383970775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
0.0,0.0,0.0,0.14999353885650635,-0.09734523296356201,-0.02840138896112876,0.21707075834274292,-0.27584999799728394,-0.024358167487434912,0.20189613103866577,-0.43957194685935974,-0.020697011786751318,0.19112753868103027,-0.5410376191139221,-0.003353654581360388,0.11265286803245544,-0.3771324157714844,0.006714871444501114,0.09881705045700073,-0.4758729040622711,-0.039906432095222044,0.10806241631507874,-0.35684311389923096,-0.049653382214955855,0.10552334785461426,-0.31435322761535645,-0.04966645425861316,0.020640134811401367,-0.3570956587791443,-0.00012999470322938578,0.008834034204483032,-0.4581449031829834,-0.05761553085153537,0.03910699486732483,-0.31150054931640625,-0.059483186516217756,0.03953316807746887,-0.2838725447654724,-0.049057153227977324,-0.06555259227752686,-0.3243268132209778,-0.01647075748746829,-0.06949859857559204,-0.4159369170665741,-0.09184077492659526,-0.029139548540115356,-0.27451014518737793,-0.06497233471577601,-0.029645264148712158,-0.24207574129104614,-0.02934300451283889,-0.1577560007572174,-0.28331464529037476,-0.03339876345103221,-0.13961300253868103,-0.3526763916015625,-0.0821414153904243,-0.10863316059112549,-0.26307040452957153,-0.05898682511156039,-0.11728106439113617,-0.23406612873077393,-0.031144616368464995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
0.0,0.0,0.0,0.18071025609970093,-0.07467043399810791,-0.025143332551238018,0.2792789936065674,-0.2474157214164734,-0.020650790776130634,0.28891897201538086,-0.4135649800300598,-0.018743151570674854,0.28164923191070557,-0.5111331641674042,-0.002176484330561834,0.1961490511894226,-0.35763680934906006,0.013738901582541985,0.1971043348312378,-0.4772236943244934,-0.03784318990540214,0.18728411197662354,-0.35729867219924927,-0.050582844535824734,0.17780977487564087,-0.3011475205421448,-0.05117281876039215,0.09895831346511841,-0.35248053073883057,0.003146207421082181,0.099667489528656,-0.47044432163238525,-0.0599765291018457,0.10375499725341797,-0.32221728563308716,-0.06609092257451721,0.10608136653900146,-0.2835409641265869,-0.0580943708820314,0.005455315113067627,-0.33727872371673584,-0.017746288101193386,0.015840381383895874,-0.4368216097354889,-0.09590851120185562,0.029843688011169434,-0.29163098335266113,-0.07223832211923309,0.03025156259536743,-0.2511427402496338,-0.038271616916176754,-0.09430006146430969,-0.31808221340179443,-0.0397118849260778,-0.06454998254776001,-0.3821648359298706,-0.09122185013723083,-0.05146268010139465,-0.2910439968109131,-0.07179148844909378,-0.06110239028930664,-0.2609550952911377,-0.04621908790898033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
